A3M8O363B3IAKE,2.22
A2UMVEU29LPEVG,1.98
A19M1TGTL9HKHB,2.4
A1TW2BZRRS874Z,2.12
AZOT44NUTXOYT,1.86
A2GXE6MIDN8DPR,2.36
A3D2U4QF7821ZW,2.22
A1ROEDVMTO9Y3X,1.08
A2QX2B50DM45E2,1.74
A3RKG5PZN97RD5,1.86
A6E3QAJIQOFBQ,1.86
A3S3WYVCVWW8IZ,1.88
A5P12YJP805RG,2.4
A3R5OJR60C6004,2.0
A2E0LU8V4EUX5C,1.04
A2FHJCRBRP7VH4,2.48
A2OX8TSRCU6NKD,2.04
A1VXDD6BFF97OF,2.42
A1PJLZSOUQ4MIL,1.96
A34DYM8J0X5VK,2.24
AP9WIQ4P78XLH,1.72
A3I40B0FATY8VH,2.02
A2H91DERNK3CAL,2.18
A2W3I2GBGDB637,1.86
A2PXJTMWGUE5DC,2.16
A36GU3OHGLDS8R,2.12
A14W0AXTJ3R19V,2.24
AQ1PTX596CKUH,1.48
AHYTT3T8W9Y9Y,1.92
A316Z7ZBUDCAGH,0.12
A2330N30DHHK7L,1.4
A2N9U74YIPDQ9F,2.0
A2XTZPSPVEWTP7,1.46
A2OPYRV3GLAPS1,2.3
A2XS49LRNX8PD4,2.46
A1DZMZTXWOM9MR,1.96
A1SIXXTFZDSKMA,1.96
AAQREZOK13OV7,2.24
A88DXNDGDUWEN,1.7
A221L64A30LW7Z,2.12
